"","Gene","GeneSymbol","Chr","start","end","band","cytoband","isCentromer","Position","new_positions"
"12818","LINC02830","LINC02830","7",125151297,125181983,"q31.33","7q","no",125166640,437
"12406","GRM8","GRM8","7",126438598,127253093,"q31.33","7q","no",126845845.5,438
"12407","GRM8-AS1","GRM8-AS1","7",127215127,127229927,"q31.33","7q","no",127222527,439
"14661","ZNF800","ZNF800","7",127346790,127431924,"q31.33","7q","no",127389357,440
"12864","LINC03012","LINC03012","7",127476883,127485804,"q31.33","7q","no",127481343.5,441
"12323","GCC1","GCC1","7",127580628,127593611,"q32.1","7q","no",127587119.5,442
"11408","ARF5","ARF5","7",127588386,127591700,"q32.1","7q","no",127590043,443
"12287","FSCN3","FSCN3","7",127591409,127602144,"q32.1","7q","no",127596776.5,444
"13356","PAX4","PAX4","7",127610292,127618142,"q32.1","7q","no",127614217,445
"13895","SND1-DT","SND1-DT","7",127644685,127652068,"q32.1","7q","no",127648376.5,446
"13894","SND1","SND1","7",127652194,128092609,"q32.1","7q","no",127872401.5,447
"13896","SND1-IT1","SND1-IT1","7",127997597,128000077,"q32.1","7q","no",127998837,448
"12922","LRRC4","LRRC4","7",128027071,128032107,"q32.1","7q","no",128029589,449
"12639","LEP","LEP","7",128241278,128257629,"q32.1","7q","no",128249453.5,450
"13654","RBM28","RBM28","7",128297685,128343908,"q32.1","7q","no",128320796.5,451
"13548","PRRT4","PRRT4","7",128350325,128361690,"q32.1","7q","no",128356007.5,452
"12532","IMPDH1","IMPDH1","7",128392277,128409986,"q32.1","7q","no",128401131.5,453
"12446","HILPDA","HILPDA","7",128455849,128458418,"q32.1","7q","no",128457133.5,454
"13016","METTL2B","METTL2B","7",128476729,128506602,"q32.1","7q","no",128491665.5,455
"12887","LINC03072","LINC03072","7",128516436,128531612,"q32.1","7q","no",128524024,456
"12309","GARIN1A","GARIN1A","7",128671693,128687877,"q32.1","7q","no",128679785,457
"12310","GARIN1B","GARIN1B","7",128709061,128731743,"q32.1","7q","no",128720402,458
"11594","CALU","CALU","7",128739292,128773400,"q32.1","7q","no",128756346,459
"13265","OPN1SW","OPN1SW","7",128772485,128775794,"q32.1","7q","no",128774139.5,460
"11623","CCDC136","CCDC136","7",128790757,128822132,"q32.1","7q","no",128806444.5,461
"12261","FLNC","FLNC","7",128830406,128859274,"q32.1","7q","no",128844840,462
"12262","FLNC-AS1","FLNC-AS1","7",128850162,128862626,"q32.1","7q","no",128856394,463
"12583","KCP","KCP","7",128862042,128910719,"q32.1","7q","no",128886380.5,464
"11472","ATP6V1F","ATP6V1F","7",128862856,128865847,"q32.1","7q","no",128864351.5,465
"12550","IRF5","IRF5","7",128937457,128950038,"q32.1","7q","no",128943747.5,466
"14178","TNPO3","TNPO3","7",128954180,129055173,"q32.1","7q","no",129004676.5,467
"14403","TSPAN33","TSPAN33","7",129144707,129169699,"q32.1","7q","no",129157203,468
"13888","SMO","SMO","7",129188633,129213545,"q32.1","7q","no",129201089,469
"11339","AHCYL2","AHCYL2","7",129225030,129430211,"q32.1","7q","no",129327620.5,470
"14011","STRIP2","STRIP2","7",129434432,129488399,"q32.1","7q","no",129461415.5,471
"13887","SMKR1","SMKR1","7",129502531,129512918,"q32.1","7q","no",129507724.5,472
"13213","NRF1","NRF1","7",129611720,129757082,"q32.2","7q","no",129684401,473
"14427","UBE2H","UBE2H","7",129830732,129952960,"q32.2","7q","no",129891846,474
"14428","UBE2H-DT","UBE2H-DT","7",129953068,130026989,"q32.2","7q","no",129990028.5,475
"14559","ZC3HC1","ZC3HC1","7",130018287,130051401,"q32.2","7q","no",130034844,476
"12607","KLHDC10","KLHDC10","7",130070534,130135705,"q32.2","7q","no",130103119.5,477
"12860","LINC03008","LINC03008","7",130141481,130143428,"q32.2","7q","no",130142454.5,478
"14131","TMEM209","TMEM209","7",130164713,130207770,"q32.2","7q","no",130186241.5,479
"13972","SSMEM1","SSMEM1","7",130206344,130216844,"q32.2","7q","no",130211594,480
"11779","CPA2","CPA2","7",130266863,130289798,"q32.2","7q","no",130278330.5,481
"11780","CPA4","CPA4","7",130293134,130324180,"q32.2","7q","no",130308657,482
"11781","CPA5","CPA5","7",130344816,130368730,"q32.2","7q","no",130356773,483
"11778","CPA1","CPA1","7",130380339,130388114,"q32.2","7q","no",130384226.5,484
"11684","CEP41","CEP41","7",130393771,130442433,"q32.2","7q","no",130418102,485
"13013","MESTIT1","MESTIT1","7",130486042,130491033,"q32.2","7q","no",130488537.5,486
"13012","MEST","MEST","7",130486171,130506465,"q32.2","7q","no",130496318,487
"11771","COPG2","COPG2","7",130506238,130668748,"q32.2","7q","no",130587493,488
"11772","COPG2IT1","COPG2IT1","7",130538954,130546900,"q32.2","7q","no",130542927,489
"14399","TSGA13","TSGA13","7",130668643,130687432,"q32.2","7q","no",130678037.5,490
"12603","KLF14","KLF14","7",130730697,130734207,"q32.2","7q","no",130732452,491
"12651","LINC-PINT","LINC-PINT","7",130791264,131110176,"q32.3","7q","no",130950720,492
"12662","LINC00513","LINC00513","7",130794561,130939666,"q32.2","7q","no",130867113.5,493
"13046","MKLN1","MKLN1","7",131110096,131496632,"q32.3","7q","no",131303364,494
"13047","MKLN1-AS","MKLN1-AS","7",131309469,131328312,"q32.3","7q","no",131318890.5,495
"13471","PODXL","PODXL","7",131500262,131558217,"q32.3","7q","no",131529239.5,496
"13461","PLXNA4","PLXNA4","7",132123340,132648688,"q32.3","7q","no",132386014,497
"11701","CHCHD3","CHCHD3","7",132784870,133082090,"q33","7q","no",132933480,498
"12106","EXOC4","EXOC4","7",133253072,134067137,"q33","7q","no",133660104.5,499
"12911","LRGUK","LRGUK","7",134127299,134264595,"q33","7q","no",134195947,500
"13853","SLC35B4","SLC35B4","7",134289332,134316930,"q33","7q","no",134303131,501
"12884","LINC03060","LINC03060","7",134368737,134432598,"q33","7q","no",134400667.5,502
"11348","AKR1B1","AKR1B1","7",134442356,134459284,"q33","7q","no",134450820,503
"11349","AKR1B10","AKR1B10","7",134527567,134541412,"q33","7q","no",134534489.5,504
"11350","AKR1B15","AKR1B15","7",134549110,134579875,"q33","7q","no",134564492.5,505
"11525","BPGM","BPGM","7",134646811,134679816,"q33","7q","no",134663313.5,506
"11590","CALD1","CALD1","7",134744252,134970729,"q33","7q","no",134857490.5,507
"11329","AGBL3","AGBL3","7",134986508,135147963,"q33","7q","no",135067235.5,508
"11844","CYREN","CYREN","7",135092363,135170795,"q33","7q","no",135131579,509
"14124","TMEM140","TMEM140","7",135148072,135166215,"q33","7q","no",135157143.5,510
"14519","WDR91","WDR91","7",135183839,135211555,"q33","7q","no",135197697,511
"14009","STRA8","STRA8","7",135231979,135258663,"q33","7q","no",135245321,512
"11741","CNOT4","CNOT4","7",135361795,135510145,"q33","7q","no",135435970,513
"13239","NUP205","NUP205","7",135557917,135648757,"q33","7q","no",135603337,514
"14003","STMP1","STMP1","7",135662496,135693418,"q33","7q","no",135677957,515
"13821","SLC13A4","SLC13A4","7",135681231,135729258,"q33","7q","no",135705244.5,516
"12139","FAM180A","FAM180A","7",135728348,135748813,"q33","7q","no",135738580.5,517
"13106","MTPN","MTPN","7",135926760,135977359,"q33","7q","no",135952059.5,518
"11710","CHRM2","CHRM2","7",136868652,137020255,"q33","7q","no",136944453.5,519
"13595","PTN","PTN","7",137227341,137343774,"q33","7q","no",137285557.5,520
"11941","DGKI","DGKI","7",137381037,137847092,"q33","7q","no",137614064.5,521
"11792","CREB3L2","CREB3L2","7",137874979,138002086,"q33","7q","no",137938532.5,522
"11793","CREB3L2-AS1","CREB3L2-AS1","7",137953348,137957966,"q33","7q","no",137955657,523
"11356","AKR1D1","AKR1D1","7",138002324,138118305,"q33","7q","no",138060314.5,524
"14370","TRIM24","TRIM24","7",138460259,138589996,"q33","7q","no",138525127.5,525
"14033","SVOPL","SVOPL","7",138594285,138701362,"q34","7q","no",138647823.5,526
"11466","ATP6V0A4","ATP6V0A4","7",138706294,138799560,"q34","7q","no",138752927,527
"14133","TMEM213","TMEM213","7",138797952,138838101,"q34","7q","no",138818026.5,528
"12592","KIAA1549","KIAA1549","7",138831381,138981389,"q34","7q","no",138906385,529
"14558","ZC3HAV1L","ZC3HAV1L","7",139025706,139036042,"q34","7q","no",139030874,530
"14557","ZC3HAV1","ZC3HAV1","7",139043515,139132122,"q34","7q","no",139087818.5,531
"14434","UBN2","UBN2","7",139230356,139308236,"q34","7q","no",139269296,532
"12263","FMC1","FMC1","7",139339457,139346328,"q34","7q","no",139342892.5,533
"12935","LUC7L2","LUC7L2","7",139340359,139423457,"q34","7q","no",139381908,534
"12610","KLRG2","KLRG2","7",139452690,139483673,"q34","7q","no",139468181.5,535
"11727","CLEC2L","CLEC2L","7",139523685,139544985,"q34","7q","no",139534335,536
"12449","HIPK2","HIPK2","7",139561570,139777998,"q34","7q","no",139669784,537
"14072","TBXAS1","TBXAS1","7",139777051,140020325,"q34","7q","no",139898688,538
"13355","PARP12","PARP12","7",140023749,140062951,"q34","7q","no",140043350,539
"12586","KDM7A","KDM7A","7",140084746,140176983,"q34","7q","no",140130864.5,540
"12587","KDM7A-DT","KDM7A-DT","7",140177184,140179640,"q34","7q","no",140178412,541
"13857","SLC37A3","SLC37A3","7",140293693,140404433,"q34","7q","no",140349063,542
"13628","RAB19","RAB19","7",140404058,140427974,"q34","7q","no",140416016,543
"13048","MKRN1","MKRN1","7",140453033,140479536,"q34","7q","no",140466284.5,544
"11931","DENND2A","DENND2A","7",140518420,140673993,"q34","7q","no",140596206.5,545
"11309","ADCK2","ADCK2","7",140672945,140696261,"q34","7q","no",140684603,546
"13156","NDUFB2","NDUFB2","7",140690777,140722790,"q34","7q","no",140706783.5,547
"13157","NDUFB2-AS1","NDUFB2-AS1","7",140695336,140697103,"q34","7q","no",140696219.5,548
"11527","BRAF","BRAF","7",140719327,140924929,"q34","7q","no",140822128,549
"13082","MRPS33","MRPS33","7",141002610,141015228,"q34","7q","no",141008919,550
"14129","TMEM178B","TMEM178B","7",141074064,141480380,"q34","7q","no",141277222,551
"11333","AGK-DT","AGK-DT","7",141499913,141551345,"q34","7q","no",141525629,552
"11331","AGK","AGK","7",141551278,141655244,"q34","7q","no",141603261,553
"13969","SSBP1","SSBP1","7",141738334,141787922,"q34","7q","no",141763128,554
"14054","TAS2R3","TAS2R3","7",141764097,141765197,"q34","7q","no",141764647,555
"14057","TAS2R4","TAS2R4","7",141776674,141781691,"q34","7q","no",141779182.5,556
"14061","TAS2R5","TAS2R5","7",141790217,141791367,"q34","7q","no",141790792,557
"13556","PRSS37","PRSS37","7",141836300,141841487,"q34","7q","no",141838893.5,558
"13325","OR9A1P","OR9A1P","7",141887148,141888092,"q34","7q","no",141887620,559
"13023","MGAM","MGAM","7",141907813,142106747,"q34","7q","no",142007280,560
"13328","OR9A4","OR9A4","7",141916399,141920625,"q34","7q","no",141918512,561
"11728","CLEC5A","CLEC5A","7",141927357,141947007,"q34","7q","no",141937182,562
"14055","TAS2R38","TAS2R38","7",141972631,141973773,"q34","7q","no",141973202,563
"13561","PRSS58","PRSS58","7",142252143,142258058,"q34","7q","no",142255100.5,564
"14236","TRBV1","TRBV1","7",142299177,142299460,"q34","7q","no",142299318.5,565
"14274","TRBV2","TRBV2","7",142300924,142301432,"q34","7q","no",142301178,566
"14304","TRBV3-1","TRBV3-1","7",142308542,142309048,"q34","7q","no",142308795,567
"14308","TRBV4-1","TRBV4-1","7",142313184,142313666,"q34","7q","no",142313425,568
"14312","TRBV5-1","TRBV5-1","7",142320677,142321544,"q34","7q","no",142321110.5,569
"14326","TRBV6-1","TRBV6-1","7",142328297,142328786,"q34","7q","no",142328541.5,570
"14340","TRBV7-1","TRBV7-1","7",142332182,142332701,"q34","7q","no",142332441.5,571
"14310","TRBV4-2","TRBV4-2","7",142345421,142345985,"q34","7q","no",142345703,572
"14328","TRBV6-2","TRBV6-2","7",142349152,142349664,"q34","7q","no",142349408,573
"14342","TRBV7-2","TRBV7-2","7",142352819,142353358,"q34","7q","no",142353088.5,574
"14356","TRBV8-1","TRBV8-1","7",142358639,142358917,"q34","7q","no",142358778,575
"14314","TRBV5-2","TRBV5-2","7",142372640,142372912,"q34","7q","no",142372776,576
"14330","TRBV6-4","TRBV6-4","7",142380806,142381261,"q34","7q","no",142381033.5,577
"14344","TRBV7-3","TRBV7-3","7",142384329,142384841,"q34","7q","no",142384585,578
"14358","TRBV8-2","TRBV8-2","7",142386378,142386647,"q34","7q","no",142386512.5,579
"14316","TRBV5-3","TRBV5-3","7",142389202,142389668,"q34","7q","no",142389435,580
"14360","TRBV9","TRBV9","7",142391891,142392412,"q34","7q","no",142392151.5,581
"14238","TRBV10-1","TRBV10-1","7",142399860,142400377,"q34","7q","no",142400118.5,582
"14244","TRBV11-1","TRBV11-1","7",142407672,142408136,"q34","7q","no",142407904,583
"14250","TRBV12-1","TRBV12-1","7",142415224,142415666,"q34","7q","no",142415445,584
"14240","TRBV10-2","TRBV10-2","7",142424965,142425465,"q34","7q","no",142425215,585
"14246","TRBV11-2","TRBV11-2","7",142433895,142434394,"q34","7q","no",142434144.5,586
"14252","TRBV12-2","TRBV12-2","7",142440883,142441325,"q34","7q","no",142441104,587
"14332","TRBV6-5","TRBV6-5","7",142450947,142451448,"q34","7q","no",142451197.5,588
"14346","TRBV7-4","TRBV7-4","7",142455174,142455635,"q34","7q","no",142455404.5,589
"14318","TRBV5-4","TRBV5-4","7",142462916,142463581,"q34","7q","no",142463248.5,590
"14334","TRBV6-6","TRBV6-6","7",142469537,142470013,"q34","7q","no",142469775,591
"14348","TRBV7-5","TRBV7-5","7",142474096,142474567,"q34","7q","no",142474331.5,592
"14320","TRBV5-5","TRBV5-5","7",142482548,142483019,"q34","7q","no",142482783.5,593
"14336","TRBV6-7","TRBV6-7","7",142487863,142488295,"q34","7q","no",142488079,594
"14350","TRBV7-6","TRBV7-6","7",142492132,142492673,"q34","7q","no",142492402.5,595
"14322","TRBV5-6","TRBV5-6","7",142500028,142500534,"q34","7q","no",142500281,596
"14338","TRBV6-8","TRBV6-8","7",142507382,142507810,"q34","7q","no",142507596,597
"14352","TRBV7-7","TRBV7-7","7",142511626,142512127,"q34","7q","no",142511876.5,598
"14324","TRBV5-7","TRBV5-7","7",142520090,142520556,"q34","7q","no",142520323,599
"14354","TRBV7-9","TRBV7-9","7",142529290,142529762,"q34","7q","no",142529526,600
"14260","TRBV13","TRBV13","7",142535809,142536292,"q34","7q","no",142536050.5,601
"14242","TRBV10-3","TRBV10-3","7",142544212,142544685,"q34","7q","no",142544448.5,602
"14248","TRBV11-3","TRBV11-3","7",142554836,142555318,"q34","7q","no",142555077,603
"14254","TRBV12-3","TRBV12-3","7",142560423,142560931,"q34","7q","no",142560677,604
"14256","TRBV12-4","TRBV12-4","7",142563740,142564245,"q34","7q","no",142563992.5,605
"14258","TRBV12-5","TRBV12-5","7",142580917,142581427,"q34","7q","no",142581172,606
"14206","TRBD1","TRBD1","7",142786213,142786224,"q34","7q","no",142786218.5,607
"14208","TRBJ1-1","TRBJ1-1","7",142786880,142786927,"q34","7q","no",142786903.5,608
"14210","TRBJ1-2","TRBJ1-2","7",142787017,142787064,"q34","7q","no",142787040.5,609
"14212","TRBJ1-3","TRBJ1-3","7",142787630,142787679,"q34","7q","no",142787654.5,610
"14214","TRBJ1-4","TRBJ1-4","7",142788225,142788275,"q34","7q","no",142788250,611
"14216","TRBJ1-5","TRBJ1-5","7",142788498,142788547,"q34","7q","no",142788522.5,612
"14218","TRBJ1-6","TRBJ1-6","7",142788988,142789040,"q34","7q","no",142789014,613
"14202","TRBC1","TRBC1","7",142791694,142793368,"q34","7q","no",142792531,614
"14220","TRBJ2-1","TRBJ2-1","7",142796365,142796414,"q34","7q","no",142796389.5,615
"14222","TRBJ2-2","TRBJ2-2","7",142796560,142796610,"q34","7q","no",142796585,616
"14224","TRBJ2-2P","TRBJ2-2P","7",142796697,142796742,"q34","7q","no",142796719.5,617
"14226","TRBJ2-3","TRBJ2-3","7",142796847,142796895,"q34","7q","no",142796871,618
"14228","TRBJ2-4","TRBJ2-4","7",142796998,142797047,"q34","7q","no",142797022.5,619
"14230","TRBJ2-5","TRBJ2-5","7",142797119,142797166,"q34","7q","no",142797142.5,620
"14232","TRBJ2-6","TRBJ2-6","7",142797239,142797291,"q34","7q","no",142797265,621
"14234","TRBJ2-7","TRBJ2-7","7",142797456,142797502,"q34","7q","no",142797479,622
"14204","TRBC2","TRBC2","7",142801041,142802748,"q34","7q","no",142801894.5,623
"14306","TRBV30","TRBV30","7",142812586,142813399,"q34","7q","no",142812992.5,624
"14393","TRPV6","TRPV6","7",142871208,142885745,"q34","7q","no",142878476.5,625
"14391","TRPV5","TRPV5","7",142908101,142933746,"q34","7q","no",142920923.5,626
"12891","LLCFC1","LLCFC1","7",142939343,142940868,"q34","7q","no",142940105.5,627
"12588","KEL","KEL","7",142941114,142962363,"q34","7q","no",142951738.5,628
"13430","PIP","PIP","7",143132077,143139739,"q34","7q","no",143135908,629
"14056","TAS2R39","TAS2R39","7",143183419,143184435,"q34","7q","no",143183927,630
"14058","TAS2R40","TAS2R40","7",143222037,143223079,"q34","7q","no",143222558,631
"12416","GSTK1","GSTK1","7",143244093,143270854,"q34","7q","no",143257473.5,632
"14123","TMEM139-AS1","TMEM139-AS1","7",143255264,143287997,"q34","7q","no",143271630.5,633
"14122","TMEM139","TMEM139","7",143279957,143288048,"q34","7q","no",143284002.5,634
"11610","CASP2","CASP2","7",143288215,143307696,"q34","7q","no",143297955.5,635
"11720","CLCN1","CLCN1","7",143316111,143352083,"q34","7q","no",143334097,636
"12123","FAM131B","FAM131B","7",143353400,143362770,"q34","7q","no",143358085,637
"12124","FAM131B-AS1","FAM131B-AS1","7",143360922,143366162,"q34","7q","no",143363542,638
"12125","FAM131B-AS2","FAM131B-AS2","7",143365046,143382339,"q34","7q","no",143373692.5,639
"14076","TCAF2C","TCAF2C","7",143639230,143647646,"q35","7q","no",143643438,640
"14073","TCAF1","TCAF1","7",143851375,143902198,"q35","7q","no",143876786.5,641
"11420","ARHGEF35-AS1","ARHGEF35-AS1","7",144194858,144300934,"q35","7q","no",144247896,642
"13297","OR2A1-AS1","OR2A1-AS1","7",144250042,144356219,"q35","7q","no",144303130.5,643
"14194","TPK1","TPK1","7",144451941,144836395,"q35","7q","no",144644168,644
"11748","CNTNAP2","CNTNAP2","7",146116002,148420998,"q35","7q","no",147268500,645
"11750","CNTNAP2-AS1","CNTNAP2-AS1","7",147080934,147097609,"q35","7q","no",147089271.5,646
"11545","C7orf33","C7orf33","7",148590766,148615860,"q36.1","7q","no",148603313,647
"11827","CUL1","CUL1","7",148697914,148801110,"q36.1","7q","no",148749512,648
"12114","EZH2","EZH2","7",148807257,148884321,"q36.1","7q","no",148845789,649
"12338","GHET1","GHET1","7",148987527,148989432,"q36.1","7q","no",148988479.5,650
"13385","PDIA4","PDIA4","7",149003062,149028662,"q36.1","7q","no",149015862,651
"14658","ZNF786","ZNF786","7",149069641,149090782,"q36.1","7q","no",149080211.5,652
"14619","ZNF425","ZNF425","7",149102784,149126324,"q36.1","7q","no",149114554,653
"14618","ZNF398","ZNF398","7",149126416,149183042,"q36.1","7q","no",149154729,654
"14606","ZNF282","ZNF282","7",149195546,149226243,"q36.1","7q","no",149210894.5,655
"14591","ZNF212","ZNF212","7",149239651,149255606,"q36.1","7q","no",149247628.5,656
"14657","ZNF783","ZNF783","7",149262171,149297302,"q36.1","7q","no",149279736.5,657
"14655","ZNF777","ZNF777","7",149431363,149461062,"q36.1","7q","no",149446212.5,658
"14651","ZNF746","ZNF746","7",149472696,149497817,"q36.1","7q","no",149485256.5,659
"14652","ZNF767P","ZNF767P","7",149619924,149624565,"q36.1","7q","no",149622244.5,660
"12616","KRBA1","KRBA1","7",149714781,149734575,"q36.1","7q","no",149724678,661
"14622","ZNF467","ZNF467","7",149764182,149773588,"q36.1","7q","no",149768885,662
"14663","ZNF862","ZNF862","7",149838375,149867479,"q36.1","7q","no",149852927,663
"11469","ATP6V0E2-AS1","ATP6V0E2-AS1","7",149867694,149880610,"q36.1","7q","no",149874152,664
"11468","ATP6V0E2","ATP6V0E2","7",149872968,149891204,"q36.1","7q","no",149882086,665
"11287","ACTR3C","ACTR3C","7",150243916,150323725,"q36.1","7q","no",150283820.5,666
"12923","LRRC61","LRRC61","7",150323263,150338156,"q36.1","7q","no",150330709.5,667
"13642","RARRES2","RARRES2","7",150338317,150341662,"q36.1","7q","no",150339989.5,668
"13672","REPIN1-AS1","REPIN1-AS1","7",150362658,150372590,"q36.1","7q","no",150367624,669
"13671","REPIN1","REPIN1","7",150368189,150374044,"q36.1","7q","no",150371116.5,670
"14653","ZNF775","ZNF775","7",150368790,150398630,"q36.1","7q","no",150383710,671
"14654","ZNF775-AS1","ZNF775-AS1","7",150379844,150383977,"q36.1","7q","no",150381910.5,672
"12701","LINC00996","LINC00996","7",150433277,150448141,"q36.1","7q","no",150440709,673
"12346","GIMAP8","GIMAP8","7",150450630,150479393,"q36.1","7q","no",150465011.5,674
"12345","GIMAP7","GIMAP7","7",150514872,150521073,"q36.1","7q","no",150517972.5,675
"12342","GIMAP4","GIMAP4","7",150567369,150573953,"q36.1","7q","no",150570661,676
"12344","GIMAP6","GIMAP6","7",150625375,150632648,"q36.1","7q","no",150629011.5,677
"12341","GIMAP2","GIMAP2","7",150685697,150693641,"q36.1","7q","no",150689669,678
"12340","GIMAP1","GIMAP1","7",150716606,150724284,"q36.1","7q","no",150720445,679
"12343","GIMAP5","GIMAP5","7",150722253,150750033,"q36.1","7q","no",150736143,680
"14128","TMEM176B","TMEM176B","7",150791285,150801360,"q36.1","7q","no",150796322.5,681
"14127","TMEM176A","TMEM176A","7",150800403,150805118,"q36.1","7q","no",150802760.5,682
"11394","AOC1","AOC1","7",150824627,150861504,"q36.1","7q","no",150843065.5,683
"12575","KCNH2","KCNH2","7",150944961,150978321,"q36.1","7q","no",150961641,684
"13194","NOS3","NOS3","7",150991017,151014588,"q36.1","7q","no",151002802.5,685
"11461","ATG9B","ATG9B","7",151012209,151024499,"q36.1","7q","no",151018354,686
"11268","ABCB8","ABCB8","7",151028422,151047782,"q36.1","7q","no",151038102,687
"11450","ASIC3","ASIC3","7",151048292,151052756,"q36.1","7q","no",151050524,688
"11666","CDK5","CDK5","7",151053815,151057897,"q36.1","7q","no",151055856,689
"13867","SLC4A2","SLC4A2","7",151057210,151076526,"q36.1","7q","no",151066868,690
"12223","FASTK","FASTK","7",151076624,151080866,"q36.1","7q","no",151078745,691
"14165","TMUB1","TMUB1","7",151081085,151083493,"q36.1","7q","no",151082289,692
"11324","AGAP3","AGAP3","7",151085831,151144436,"q36.1","7q","no",151115133.5,693
"12322","GBX1","GBX1","7",151148009,151174745,"q36.1","7q","no",151161377,694
"11442","ASB10","ASB10","7",151175698,151187832,"q36.1","7q","no",151181765,695
"12548","IQCA1L","IQCA1L","7",151190873,151205496,"q36.1","7q","no",151198184.5,696
"12428","H2BK1","H2BK1","7",151207837,151210488,"q36.1","7q","no",151209162.5,697
"11269","ABCF2","ABCF2","7",151211484,151227205,"q36.1","7q","no",151219344.5,698
"11708","CHPF2","CHPF2","7",151232483,151240979,"q36.1","7q","no",151236731,699
"13878","SMARCD3","SMARCD3","7",151238764,151277896,"q36.1","7q","no",151258330,700
"13231","NUB1","NUB1","7",151341772,151378449,"q36.1","7q","no",151360110.5,701
"14517","WDR86","WDR86","7",151375909,151410727,"q36.1","7q","no",151393318,702
"14518","WDR86-AS1","WDR86-AS1","7",151408943,151414243,"q36.1","7q","no",151411593,703
"11798","CRYGN","CRYGN","7",151428832,151440813,"q36.1","7q","no",151434822.5,704
"13685","RHEB","RHEB","7",151466012,151520120,"q36.1","7q","no",151493066,705
"13525","PRKAG2","PRKAG2","7",151556124,151877214,"q36.1","7q","no",151716669,706
"13527","PRKAG2-AS2","PRKAG2-AS2","7",151806490,151810820,"q36.1","7q","no",151808655,707
"13526","PRKAG2-AS1","PRKAG2-AS1","7",151876304,151879851,"q36.1","7q","no",151878077.5,708
"12306","GALNTL5","GALNTL5","7",151956379,152019929,"q36.1","7q","no",151988154,709
"12304","GALNT11","GALNT11","7",152025674,152122340,"q36.1","7q","no",152074007,710
"12611","KMT2C","KMT2C","7",152134922,152436644,"q36.1","7q","no",152285783,711
"12702","LINC01003","LINC01003","7",152463786,152465551,"q36.1","7q","no",152464668.5,712
"14541","XRCC2","XRCC2","7",152644776,152676193,"q36.1","7q","no",152660484.5,713
"11286","ACTR3B","ACTR3B","7",152759749,152855378,"q36.1","7q","no",152807563.5,714
"12718","LINC01287","LINC01287","7",153355365,153413985,"q36.2","7q","no",153384675,715
"12001","DPP6","DPP6","7",153748133,154894285,"q36.2","7q","no",154321209,716
"13359","PAXIP1-AS2","PAXIP1-AS2","7",154928460,154952188,"q36.2","7q","no",154940324,717
"13358","PAXIP1","PAXIP1","7",154943687,155003124,"q36.2","7q","no",154973405.5,718
"13360","PAXIP1-DT","PAXIP1-DT","7",155002548,155011785,"q36.2","7q","no",155007166.5,719
"12479","HTR5A-AS1","HTR5A-AS1","7",155067034,155072450,"q36.2","7q","no",155069742,720
"12478","HTR5A","HTR5A","7",155070324,155087392,"q36.2","7q","no",155078858,721
"12537","INSIG1-DT","INSIG1-DT","7",155287430,155299042,"q36.3","7q","no",155293236,722
"12536","INSIG1","INSIG1","7",155297776,155310235,"q36.3","7q","no",155304005.5,723
"11512","BLACE","BLACE","7",155356985,155367934,"q36.3","7q","no",155362459.5,724
"12863","LINC03010","LINC03010","7",155381668,155401937,"q36.3","7q","no",155391802.5,725
"12061","EN2-DT","EN2-DT","7",155418803,155457119,"q36.3","7q","no",155437961,726
"12060","EN2","EN2","7",155458129,155464831,"q36.3","7q","no",155461480,727
"11743","CNPY1","CNPY1","7",155474206,155555450,"q36.3","7q","no",155514828,728
"13656","RBM33-DT","RBM33-DT","7",155611231,155645205,"q36.3","7q","no",155628218,729
"13655","RBM33","RBM33","7",155644451,155781485,"q36.3","7q","no",155712968,730
"13809","SHH","SHH","7",155799980,155812463,"q36.3","7q","no",155806221.5,731
"13714","RNF32-DT","RNF32-DT","7",156388922,156640654,"q36.3","7q","no",156514788,732
"12657","LINC00244","LINC00244","7",156540491,156541103,"q36.3","7q","no",156540797,733
"13712","RNF32","RNF32","7",156640281,156677130,"q36.3","7q","no",156658705.5,734
"13713","RNF32-AS1","RNF32-AS1","7",156654185,156659582,"q36.3","7q","no",156656883.5,735
"12893","LMBR1","LMBR1","7",156668946,156893216,"q36.3","7q","no",156781081,736
"13193","NOM1","NOM1","7",156949712,156973176,"q36.3","7q","no",156961444,737
"13056","MNX1","MNX1","7",156994051,157010663,"q36.3","7q","no",157002357,738
"13058","MNX1-AS2","MNX1-AS2","7",157006307,157007132,"q36.3","7q","no",157006719.5,739
"13057","MNX1-AS1","MNX1-AS1","7",157007750,157017621,"q36.3","7q","no",157012685.5,740
"14433","UBE3C","UBE3C","7",157138926,157269370,"q36.3","7q","no",157204148,741
"11978","DNAJB6","DNAJB6","7",157335381,157417439,"q36.3","7q","no",157376410,742
"13609","PTPRN2-AS1","PTPRN2-AS1","7",157854459,157863011,"q36.3","7q","no",157858735,743
"12704","LINC01022","LINC01022","7",158585903,158591122,"q36.3","7q","no",158588512.5,744
"13142","NCAPG2","NCAPG2","7",158631169,158704804,"q36.3","7q","no",158667986.5,745
"12104","ESYT2","ESYT2","7",158730995,158830253,"q36.3","7q","no",158780624,746
"12022","DYNC2I1","DYNC2I1","7",158856558,158956747,"q36.3","7q","no",158906652.5,747
"12674","LINC00689","LINC00689","7",159006492,159030195,"q36.3","7q","no",159018343.5,748
"14484","VIPR2","VIPR2","7",159028175,159144867,"q36.3","7q","no",159086521,749
