"ensembl_gene_id" "hgnc_symbol" "chromosome_name" "start_position" "end_position"
"10461" "ENSG00000146411" "SLC2A12" "6" 133987581 134052624
"10464" "ENSG00000164414" "SLC35A1" "6" 87470623 87512336
"10466" "ENSG00000157593" "SLC35B2" "6" 44254096 44257890
"10467" "ENSG00000124786" "SLC35B3" "6" 8411435 8435561
"10468" "ENSG00000182747" "SLC35D3" "6" 136922301 136925660
"10469" "ENSG00000196376" "SLC35F1" "6" 117907264 118317676
"10480" "ENSG00000204385" "SLC44A4" "6" 31863192 31879046
"10508" "ENSG00000112305" "SMAP1" "6" 70667776 70862011
"10509" "ENSG00000224531" "SMIM13" "6" 11093834 11138733
"10513" "ENSG00000262543" "SMIM28" "6" 138377905 138383486
"10514" "ENSG00000186577" "SMIM29" "6" 34246381 34249108
"10520" "ENSG00000286920" "SMIM40" "6" 33323628 33329279
"10521" "ENSG00000111850" "SMIM8" "6" 87322583 87399749
"10522" "ENSG00000256162" "SMLR1" "6" 130827406 130837135
"10528" "ENSG00000112562" "SMOC2" "6" 168441151 168673445
"10529" "ENSG00000135587" "SMPD2" "6" 109440724 109443919
"10530" "ENSG00000172594" "SMPDL3A" "6" 122789049 122809720
"10531" "ENSG00000065609" "SNAP91" "6" 83552880 83709691
"10543" "ENSG00000203875" "SNHG5" "6" 85644369 85678943
"10544" "ENSG00000168566" "SNRNP48" "6" 7590198 7611967
"10545" "ENSG00000124562" "SNRPC" "6" 34757505 34773857
"10549" "ENSG00000135317" "SNX14" "6" 85504776 85594156
"10554" "ENSG00000112335" "SNX3" "6" 108211222 108261246
"10556" "ENSG00000130340" "SNX9" "6" 157700387 157945077
"10557" "ENSG00000236324" "SNX9-AS1" "6" 157885114 157892906
"10558" "ENSG00000112320" "SOBP" "6" 107490106 107661306
"10559" "ENSG00000291237" "SOD2" "6" 159669069 159762529
"10560" "ENSG00000285427" "SOD2-OT1" "6" 159760258 159762332
"10566" "ENSG00000124766" "SOX4" "6" 21593751 21598619
"10569" "ENSG00000118434" "SPACA1" "6" 88047841 88066838
"10574" "ENSG00000249481" "SPATS1" "6" 44342650 44380179
"10577" "ENSG00000124664" "SPDEF" "6" 34537802 34556333
"10600" "ENSG00000112658" "SRF" "6" 43171269 43181506
"10603" "ENSG00000096063" "SRPK1" "6" 35832966 35921342
"10604" "ENSG00000154548" "SRSF12" "6" 89093949 89118071
"10605" "ENSG00000112081" "SRSF3" "6" 36594353 36605911
"10607" "ENSG00000124783" "SSR1" "6" 7268306 7347446
"10629" "ENSG00000112079" "STK38" "6" 36493882 36547479
"10630" "ENSG00000230873" "STMND1" "6" 17102050 17131378
"10632" "ENSG00000135604" "STX11" "6" 144150487 144191939
"10633" "ENSG00000079950" "STX7" "6" 132445867 132513198
"10634" "ENSG00000164506" "STXBP5" "6" 147204180 147391010
"10635" "ENSG00000233452" "STXBP5-AS1" "6" 146824501 147204677
"10640" "ENSG00000177688" "SUMO4" "6" 149400262 149401278
"10643" "ENSG00000196284" "SUPT3H" "6" 44809317 45377953
"10646" "ENSG00000153157" "SYCP2L" "6" 10886831 10979320
"10647" "ENSG00000135316" "SYNCRIP" "6" 85607779 85644063
"10648" "ENSG00000131018" "SYNE1" "6" 152121687 152637801
"10649" "ENSG00000234577" "SYNE1-AS1" "6" 152380489 152381777
"10650" "ENSG00000197283" "SYNGAP1" "6" 33419661 33453689
"10652" "ENSG00000274259" "SYNGAP1-AS1" "6" 33436829 33454470
"10653" "ENSG00000078269" "SYNJ2" "6" 157981863 158099176
"10654" "ENSG00000233496" "SYNJ2-IT1" "6" 158001107 158002383
"10656" "ENSG00000164674" "SYTL3" "6" 158650014 158764876
"10657" "ENSG00000146399" "TAAR1" "6" 132643312 132659182
"10658" "ENSG00000146378" "TAAR2" "6" 132617022 132624275
"10659" "ENSG00000179073" "TAAR3P" "6" 132608252 132609276
"10660" "ENSG00000135569" "TAAR5" "6" 132588592 132589741
"10661" "ENSG00000146383" "TAAR6" "6" 132570322 132571359
"10662" "ENSG00000146385" "TAAR8" "6" 132552672 132553756
"10663" "ENSG00000237110" "TAAR9" "6" 132538277 132539336
"10664" "ENSG00000055208" "TAB2" "6" 149218641 149411613
"10665" "ENSG00000225924" "TAB2-AS1" "6" 149243282 149257557
"10666" "ENSG00000064995" "TAF11" "6" 34877462 34889192
"10681" "ENSG00000137413" "TAF8" "6" 42050513 42087461
"10684" "ENSG00000164691" "TAGAP" "6" 159034468 159095823
"10685" "ENSG00000271913" "TAGAP-AS1" "6" 158988178 159088114
"10707" "ENSG00000227954" "TARID" "6" 133485013 133953083
"10713" "ENSG00000065491" "TBC1D22B" "6" 37257772 37332970
"10714" "ENSG00000146350" "TBC1D32" "6" 121079494 121334745
"10715" "ENSG00000145979" "TBC1D7" "6" 13266542 13328583
"10719" "ENSG00000124659" "TBCC" "6" 42744498 42746103
"10720" "ENSG00000112592" "TBP" "6" 170554302 170572870
"10721" "ENSG00000028839" "TBPL1" "6" 133952170 133990432
"10723" "ENSG00000112837" "TBX18" "6" 84687351 84764598
"10724" "ENSG00000228290" "TBX18-AS1" "6" 84687712 84709578
"10726" "ENSG00000164458" "TBXT" "6" 166157656 166168700
"10735" "ENSG00000118526" "TCF21" "6" 133889113 133895553
"10738" "ENSG00000120438" "TCP1" "6" 159778498 159789703
"10739" "ENSG00000203690" "TCP10L3" "6" 167358107 167382954
"10741" "ENSG00000124678" "TCP11" "6" 35118071 35148610
"10742" "ENSG00000146221" "TCTE1" "6" 44278734 44297698
"10743" "ENSG00000111802" "TDP2" "6" 24649979 24666930
"10744" "ENSG00000180113" "TDRD6" "6" 46687875 46704319
"10745" "ENSG00000242973" "TDRD6-AS1" "6" 46670427 46688295
"10746" "ENSG00000204091" "TDRG1" "6" 40285680 40387590
"10747" "ENSG00000007866" "TEAD3" "6" 35473597 35497079
"10754" "ENSG00000112773" "TENT5A" "6" 81491439 81752774
"10757" "ENSG00000137203" "TFAP2A" "6" 10393186 10419659
"10758" "ENSG00000229950" "TFAP2A-AS1" "6" 10409340 10457192
"10759" "ENSG00000008196" "TFAP2B" "6" 50818723 50847619
"10760" "ENSG00000008197" "TFAP2D" "6" 50713526 50773033
"10761" "ENSG00000029639" "TFB1M" "6" 155256134 155314493
"10762" "ENSG00000112561" "TFEB" "6" 41683978 41736259
"10765" "ENSG00000186340" "THBS2" "6" 169215780 169254050
"10766" "ENSG00000226445" "THBS2-AS1" "6" 169213118 169245773
"10775" "ENSG00000146426" "TIAM2" "6" 154832697 155257723
"10782" "ENSG00000137251" "TINAG" "6" 54307859 54390142
"10783" "ENSG00000228231" "TINAG-AS1" "6" 54365335 54369971
"10784" "ENSG00000137221" "TJAP1" "6" 43477523 43506556
"10795" "ENSG00000096092" "TMEM14A" "6" 52671113 52686588
"10796" "ENSG00000137210" "TMEM14B" "6" 10747759 10852753
"10797" "ENSG00000272097" "TMEM14B-DT" "6" 10743322 10747768
"10800" "ENSG00000178233" "TMEM151B" "6" 44270450 44307506
"10804" "ENSG00000205269" "TMEM170B" "6" 11537749 11583524
"10807" "ENSG00000146433" "TMEM181" "6" 158536436 158635435
"10811" "ENSG00000164484" "TMEM200A" "6" 130366017 130443067
"10812" "ENSG00000172738" "TMEM217" "6" 37212180 37258155
"10813" "ENSG00000286105" "TMEM217B" "6" 37212181 37258144
"10815" "ENSG00000215712" "TMEM242" "6" 157289025 157323601
"10816" "ENSG00000271040" "TMEM242-DT" "6" 157323630 157324485
"10817" "ENSG00000203756" "TMEM244" "6" 129831244 129861547
"10820" "ENSG00000112697" "TMEM30A" "6" 75252924 75284948
"10821" "ENSG00000225793" "TMEM30A-DT" "6" 75284151 75337927
"10822" "ENSG00000137216" "TMEM63B" "6" 44126914 44155519
"10831" "ENSG00000118503" "TNFAIP3" "6" 137867214 137883314
"10833" "ENSG00000146072" "TNFRSF21" "6" 47231532 47309905
"10847" "ENSG00000214736" "TOMM6" "6" 41787662 41789898
"10851" "ENSG00000111907" "TPD52L1" "6" 125119049 125264407
"10852" "ENSG00000137364" "TPMT" "6" 18128311 18155077
"10856" "ENSG00000056972" "TRAF3IP2" "6" 111555381 111606906
"10857" "ENSG00000231889" "TRAF3IP2-AS1" "6" 111483389 111598784
"10858" "ENSG00000065308" "TRAM2" "6" 52497408 52577060
"10859" "ENSG00000225791" "TRAM2-AS1" "6" 52576786 52643081
"10862" "ENSG00000173626" "TRAPPC3L" "6" 116494989 116545684
"10863" "ENSG00000186439" "TRDN" "6" 123216339 123637189
"10864" "ENSG00000235535" "TRDN-AS1" "6" 123389421 123511509
"10865" "ENSG00000124731" "TREM1" "6" 41267100 41286682
"10866" "ENSG00000095970" "TREM2" "6" 41158506 41163186
"10867" "ENSG00000161911" "TREML1" "6" 41149337 41154347
"10868" "ENSG00000112195" "TREML2" "6" 41189749 41201149
"10869" "ENSG00000188056" "TREML4" "6" 41228339 41238882
"10870" "ENSG00000124496" "TRERF1" "6" 42224931 42452051
"10894" "ENSG00000204613" "TRIM10" "6" 30151943 30161211
"10902" "ENSG00000204610" "TRIM15" "6" 30163206 30172693
"10919" "ENSG00000204713" "TRIM27" "6" 28903002 28923988
"10926" "ENSG00000204616" "TRIM31" "6" 30102897 30113090
"10944" "ENSG00000112343" "TRIM38" "6" 25962802 25991231
"10952" "ENSG00000204614" "TRIM40" "6" 30136124 30148735
"10973" "ENSG00000066651" "TRMT11" "6" 125986479 126203817
"10996" "ENSG00000112212" "TSPO2" "6" 41042467 41044337
"10997" "ENSG00000189241" "TSPYL1" "6" 116267760 116279930
"10998" "ENSG00000187189" "TSPYL4" "6" 116249964 116254075
"11000" "ENSG00000279170" "TSTD3" "6" 99520976 99589899
"11001" "ENSG00000146216" "TTBK1" "6" 43243481 43288258
"11006" "ENSG00000112742" "TTK" "6" 80003887 80042527
"11007" "ENSG00000120440" "TTLL2" "6" 167325071 167359503
"11009" "ENSG00000196230" "TUBB" "6" 30717435 30725538
"11017" "ENSG00000137267" "TUBB2A" "6" 3153497 3157544
"11018" "ENSG00000137285" "TUBB2B" "6" 3223324 3231730
"11019" "ENSG00000074935" "TUBE1" "6" 112070663 112087529
"11020" "ENSG00000112041" "TULP1" "6" 35497874 35512896
"11021" "ENSG00000130338" "TULP4" "6" 158232236 158511828
"11023" "ENSG00000164440" "TXLNB" "6" 139239083 139291998
"11025" "ENSG00000239264" "TXNDC5" "6" 7881517 7910788
"11028" "ENSG00000213886" "UBD" "6" 29555515 29559732
"11038" "ENSG00000198833" "UBE2J1" "6" 89326625 89352722
"11041" "ENSG00000118420" "UBE3D" "6" 82892390 83065841
"11043" "ENSG00000024048" "UBR2" "6" 42564029 42693505
"11045" "ENSG00000014123" "UFL1" "6" 96521595 96555276
"11046" "ENSG00000233797" "UFL1-AS1" "6" 96199810 96521745
"11051" "ENSG00000111981" "ULBP1" "6" 149963943 149973715
"11052" "ENSG00000131015" "ULBP2" "6" 149942014 149949235
"11053" "ENSG00000131019" "ULBP3" "6" 150061053 150069121
"11056" "ENSG00000124602" "UNC5CL" "6" 41026895 41039221
"11057" "ENSG00000112494" "UNC93A" "6" 167271169 167316014
"11060" "ENSG00000137288" "UQCC2" "6" 33694293 33711727
"11064" "ENSG00000123552" "USP45" "6" 99432325 99521728
"11065" "ENSG00000164663" "USP49" "6" 41789896 41895375
"11066" "ENSG00000111962" "UST" "6" 148747030 149076990
"11067" "ENSG00000227660" "UST-AS1" "6" 148952637 148964696
"11068" "ENSG00000236591" "UST-AS2" "6" 149027066 149032702
"11070" "ENSG00000152818" "UTRN" "6" 144285335 144853034
"11071" "ENSG00000204394" "VARS1" "6" 31777518 31795752
"11078" "ENSG00000137411" "VARS2" "6" 30914205 30926459
"11087" "ENSG00000112715" "VEGFA" "6" 43770184 43786487
"11089" "ENSG00000170162" "VGLL2" "6" 117265558 117273565
"11090" "ENSG00000146469" "VIP" "6" 152750797 152759765
"11092" "ENSG00000112299" "VNN1" "6" 132680849 132714055
"11093" "ENSG00000112303" "VNN2" "6" 132743870 132763459
"11097" "ENSG00000223501" "VPS52" "6" 33250272 33272047
"11106" "ENSG00000009844" "VTA1" "6" 142147162 142224685
"11107" "ENSG00000204396" "VWA7" "6" 31765590 31777328
"11115" "ENSG00000237499" "WAKMAR2" "6" 137820625 137868233
"11116" "ENSG00000112290" "WASF1" "6" 110099819 110180004
"11118" "ENSG00000184465" "WDR27" "6" 169457212 169702067
"11121" "ENSG00000227057" "WDR46" "6" 33279108 33289247
"11131" "ENSG00000124535" "WRNIP1" "6" 2765393 2786952
"11133" "ENSG00000146457" "WTAP" "6" 159725585 159756319
"11138" "ENSG00000124571" "XPO5" "6" 43522334 43576038
"11142" "ENSG00000137207" "YIPF3" "6" 43511832 43516985
"11148" "ENSG00000246350" "ZBED9-AS1" "6" 28587378 28591747
"11149" "ENSG00000204366" "ZBTB12" "6" 31899613 31902086
"11154" "ENSG00000181472" "ZBTB2" "6" 151364115 151391559
"11160" "ENSG00000112365" "ZBTB24" "6" 109460632 109483239
"11161" "ENSG00000223537" "ZBTB24-DT" "6" 109483243 109506852
"11162" "ENSG00000213588" "ZBTB9" "6" 33453970 33457544
"11164" "ENSG00000118491" "ZC2HC1B" "6" 143864436 143938343
"11165" "ENSG00000214558" "ZC3H11C" "6" 65301476 65306574
"11166" "ENSG00000178199" "ZC3H12D" "6" 149446795 149485014
"11171" "ENSG00000175048" "ZDHHC14" "6" 157381133 157678157
"11175" "ENSG00000156639" "ZFAND3" "6" 37819727 38154624
"11176" "ENSG00000225945" "ZFAND3-DT" "6" 37801348 37819371
"11179" "ENSG00000204644" "ZFP57" "6" 29672483 29681155
"11190" "ENSG00000189298" "ZKSCAN3" "6" 28349947 28369172
"11191" "ENSG00000187626" "ZKSCAN4" "6" 28241697 28252269
"11192" "ENSG00000198315" "ZKSCAN8" "6" 28141883 28159460
"11193" "ENSG00000226314" "ZKSCAN8P1" "6" 28161769 28169594
"11201" "ENSG00000197279" "ZNF165" "6" 28080568 28089563
"11202" "ENSG00000096654" "ZNF184" "6" 27450743 27473118
"11204" "ENSG00000188994" "ZNF292" "6" 87151803 87265943
"11215" "ENSG00000171467" "ZNF318" "6" 43307134 43369647
"11216" "ENSG00000181315" "ZNF322" "6" 26634383 26659752
"11223" "ENSG00000124613" "ZNF391" "6" 27374615 27403908
"11224" "ENSG00000112200" "ZNF451" "6" 57086844 57170305
"11225" "ENSG00000226803" "ZNF451-AS1" "6" 57114894 57174236
"11241" "ENSG00000065029" "ZNF76" "6" 35258909 35295985
"11247" "ENSG00000158691" "ZSCAN12" "6" 28378821 28399747
"11248" "ENSG00000196812" "ZSCAN16" "6" 28107689 28130082
"11249" "ENSG00000269293" "ZSCAN16-AS1" "6" 28008599 28137319
"11250" "ENSG00000187987" "ZSCAN23" "6" 28431930 28443502
"11251" "ENSG00000197062" "ZSCAN26" "6" 28267058 28278224
"11252" "ENSG00000235109" "ZSCAN31" "6" 28324693 28356271
"11253" "ENSG00000137185" "ZSCAN9" "6" 28224886 28233487
"11255" "ENSG00000153975" "ZUP1" "6" 116635618 116668794
"6910" "ENSG00000179869" "ABCA13" "7" 48171458 48647497
"6911" "ENSG00000004846" "ABCB5" "7" 20615667 20777038
"6937" "ENSG00000075624" "ACTB" "7" 5526409 5563902
"6949" "ENSG00000105963" "ADAP1" "7" 897900 955407
"6951" "ENSG00000164742" "ADCY1" "7" 45574140 45723116
"6955" "ENSG00000078549" "ADCYAP1R1" "7" 31052308 31111474
"6969" "ENSG00000106624" "AEBP1" "7" 44104345 44114562
"6986" "ENSG00000187546" "AGMO" "7" 15200317 15562015
"6995" "ENSG00000106541" "AGR2" "7" 16791811 16833433
"6996" "ENSG00000173467" "AGR3" "7" 16859412 16881987
"7000" "ENSG00000106546" "AHR" "7" 16916359 17346152
"7009" "ENSG00000106305" "AIMP2" "7" 6009255 6023834
"7022" "ENSG00000078053" "AMPH" "7" 38383704 38631420
"7023" "ENSG00000174945" "AMZ1" "7" 2679522 2775500
"7029" "ENSG00000106524" "ANKMY2" "7" 16599779 16645817
"7038" "ENSG00000157999" "ANKRD61" "7" 6031376 6036552
"7041" "ENSG00000011426" "ANLN" "7" 36389821 36453791
"7047" "ENSG00000136250" "AOAH" "7" 36509308 36724549
"7048" "ENSG00000230539" "AOAH-IT1" "7" 36597834 36600120
"7051" "ENSG00000242802" "AP5Z1" "7" 4775615 4794397
"7063" "ENSG00000240583" "AQP1" "7" 30911853 30925517
"7077" "ENSG00000122644" "ARL4A" "7" 12686856 12690958
"7091" "ENSG00000126522" "ASL" "7" 66075800 66094697
"7122" "ENSG00000158321" "AUTS2" "7" 69598296 70793506
"7123" "ENSG00000105778" "AVL9" "7" 32495426 32588726
"7143" "ENSG00000122507" "BBS9" "7" 33109557 33877180
"7156" "ENSG00000106605" "BLVRA" "7" 43758680 43807342
"7159" "ENSG00000164619" "BMPER" "7" 33904308 34156427
"7164" "ENSG00000106009" "BRAT1" "7" 2537810 2555694
"7206" "ENSG00000136261" "BZW2" "7" 16646131 16706523
"7207" "ENSG00000106392" "C1GALT1" "7" 7156934 7248616
"7290" "ENSG00000136197" "C7orf25" "7" 42909273 42912305
"7291" "ENSG00000146540" "C7orf50" "7" 996986 1138260
"7292" "ENSG00000164746" "C7orf57" "7" 48035511 48061304
"7300" "ENSG00000183166" "CALN1" "7" 71779491 72447151
"7302" "ENSG00000058404" "CAMK2B" "7" 44210019 44334577
"7311" "ENSG00000198286" "CARD11" "7" 2906142 3044228
"7312" "ENSG00000237286" "CARD11-AS1" "7" 2944027 2947091
"7326" "ENSG00000122565" "CBX3" "7" 26201162 26213607
"7333" "ENSG00000169193" "CCDC126" "7" 23597382 23644708
"7339" "ENSG00000283247" "CCDC201" "7" 45859994 45873082
"7350" "ENSG00000136280" "CCM2" "7" 44999475 45076469
"7364" "ENSG00000146731" "CCT6A" "7" 56051685 56063989
"7365" "ENSG00000234585" "CCT6P3" "7" 65064999 65073848
"7366" "ENSG00000122674" "CCZ1" "7" 5898725 5926550
"7367" "ENSG00000146574" "CCZ1B" "7" 6794134 6826770
"7378" "ENSG00000218305" "CDC14C" "7" 48924547 48927454
"7385" "ENSG00000164649" "CDCA7L" "7" 21900899 21945903
"7393" "ENSG00000065883" "CDK13" "7" 39950121 40099580
"7394" "ENSG00000259826" "CDK13-DT" "7" 39947522 39949977
"7442" "ENSG00000106153" "CHCHD2" "7" 56094567 56106479
"7445" "ENSG00000106069" "CHN2" "7" 29146547 29514328
"7446" "ENSG00000235669" "CHN2-AS1" "7" 29199540 29208970
"7447" "ENSG00000136213" "CHST12" "7" 2403588 2448484
"7483" "ENSG00000106603" "COA1" "7" 43608456 43729717
"7484" "ENSG00000106078" "COBL" "7" 51016212 51316818
"7497" "ENSG00000215018" "COL28A1" "7" 7356203 7535873
"7501" "ENSG00000240230" "COX19" "7" 898778 975549
"7510" "ENSG00000106066" "CPVL" "7" 28995235 29195451
"7511" "ENSG00000229452" "CPVL-AS1" "7" 29080245 29082548
"7512" "ENSG00000272568" "CPVL-AS2" "7" 28955756 29013370
"7513" "ENSG00000241258" "CRCP" "7" 66114604 66154568
"7514" "ENSG00000146592" "CREB5" "7" 28299321 28825894
"7517" "ENSG00000106113" "CRHR2" "7" 30651942 30700129
"7522" "ENSG00000214960" "CRPPA" "7" 16087525 16502504
"7523" "ENSG00000229688" "CRPPA-AS1" "7" 16210474 16270604
"7536" "ENSG00000234215" "CT66" "7" 69592225 69598016
"7552" "ENSG00000172115" "CYCS" "7" 25118656 25125260
"7560" "ENSG00000073067" "CYP2W1" "7" 983181 989640
"7564" "ENSG00000008256" "CYTH3" "7" 6161779 6272644
"7569" "ENSG00000164535" "DAGLB" "7" 6409126 6484190
"7580" "ENSG00000136279" "DBNL" "7" 44044640 44069456
"7594" "ENSG00000132437" "DDC" "7" 50458436 50565405
"7595" "ENSG00000226122" "DDC-AS1" "7" 50531759 50543463
"7629" "ENSG00000136271" "DDX56" "7" 44565804 44575051
"7640" "ENSG00000136267" "DGKB" "7" 14145049 14974777
"7661" "ENSG00000164818" "DNAAF5" "7" 726699 786475
"7662" "ENSG00000105877" "DNAH11" "7" 21543039 21901839
"7675" "ENSG00000173852" "DPY19L1" "7" 34927292 35038271
"7676" "ENSG00000227855" "DPY19L2P3" "7" 29650227 29742594
"7715" "ENSG00000122547" "EEPD1" "7" 36153254 36301538
"7731" "ENSG00000146648" "EGFR" "7" 55019017 55211628
"7732" "ENSG00000224057" "EGFR-AS1" "7" 55179750 55212969
"7742" "ENSG00000086232" "EIF2AK1" "7" 6022247 6059175
"7743" "ENSG00000106263" "EIF3B" "7" 2354086 2380745
"7746" "ENSG00000280890" "ELDR" "7" 55235965 55255675
"7747" "ENSG00000225968" "ELFN1" "7" 1665745 1747946
"7748" "ENSG00000236081" "ELFN1-AS1" "7" 1738624 1742317
"7750" "ENSG00000155849" "ELMO1" "7" 36852906 37449223
"7751" "ENSG00000224101" "ELMO1-AS1" "7" 36997796 37013630
"7768" "ENSG00000086289" "EPDR1" "7" 37920640 37951936
"7782" "ENSG00000213462" "ERV3-1" "7" 64990356 65006743
"7787" "ENSG00000006468" "ETV1" "7" 13891229 13991425
"7790" "ENSG00000106038" "EVX1" "7" 27242700 27250493
"7791" "ENSG00000253405" "EVX1-AS" "7" 27241429 27247239
"7840" "ENSG00000178397" "FAM220A" "7" 6329411 6348981
"7841" "ENSG00000188732" "FAM221A" "7" 23680130 23703249
"7859" "ENSG00000155034" "FBXL18" "7" 5431335 5513809
"7875" "ENSG00000146618" "FERD3L" "7" 19144782 19145421
"7884" "ENSG00000132436" "FIGNL1" "7" 50444128 50450390
"7887" "ENSG00000106080" "FKBP14" "7" 30010587 30026702
"7888" "ENSG00000227014" "FKBP14-AS1" "7" 29988600 30027543
"7891" "ENSG00000122642" "FKBP9" "7" 32957404 33006930
"7892" "ENSG00000176826" "FKBP9P1" "7" 55682652 55713252
"7918" "ENSG00000164916" "FOXK1" "7" 4682295 4771442
"7919" "ENSG00000248767" "FOXL3" "7" 290170 294422
"7939" "ENSG00000075618" "FSCN1" "7" 5592816 5606655
"7963" "ENSG00000185274" "GALNT17" "7" 71132144 71713600
"7969" "ENSG00000106105" "GARS1" "7" 30580533 30634033
"7970" "ENSG00000196295" "GARS1-DT" "7" 30516309 30595286
"7971" "ENSG00000106633" "GCK" "7" 44143213 44198170
"7983" "ENSG00000239857" "GET4" "7" 876554 896436
"7990" "ENSG00000006625" "GGCT" "7" 30496621 30504841
"7992" "ENSG00000106128" "GHRHR" "7" 30938669 30993254
"7995" "ENSG00000233834" "GIRGL" "7" 20188113 20221710
"8002" "ENSG00000106415" "GLCCI1" "7" 7968796 8094272
"8003" "ENSG00000233108" "GLCCI1-DT" "7" 7949829 7969903
"8004" "ENSG00000106571" "GLI3" "7" 41960949 42264100
"8017" "ENSG00000146535" "GNA12" "7" 2721822 2870786
"8039" "ENSG00000164850" "GPER1" "7" 1082208 1093815
"8043" "ENSG00000136235" "GPNMB" "7" 23235967 23275108
"8044" "ENSG00000187037" "GPR141" "7" 37683766 37833788
"8045" "ENSG00000164849" "GPR146" "7" 1044546 1059261
"8067" "ENSG00000106070" "GRB10" "7" 50590063 50793462
"8069" "ENSG00000215045" "GRID2IP" "7" 6496778 6551461
"8070" "ENSG00000275572" "GRIFIN" "7" 2474728 2476894
"8079" "ENSG00000105928" "GSDME" "7" 24698355 24757940
"8096" "ENSG00000230583" "GTF2IRD1P1" "7" 66815836 66833026
"8102" "ENSG00000169919" "GUSB" "7" 65960684 65982215
"8125" "ENSG00000105968" "H2AZ2" "7" 44826791 44848087
"8126" "ENSG00000234183" "H2AZ2-DT" "7" 44848204 44883265
"8258" "ENSG00000048052" "HDAC9" "7" 18086949 19002416
"8259" "ENSG00000226522" "HDAC9-AS1" "7" 18892096 18899433
"8264" "ENSG00000002746" "HECW1" "7" 43112629 43566001
"8265" "ENSG00000181211" "HECW1-IT1" "7" 43117896 43163188
"8268" "ENSG00000122557" "HERPUD2" "7" 35632659 35697459
"8269" "ENSG00000271122" "HERPUD2-AS1" "7" 35695204 35699413
"8274" "ENSG00000106049" "HIBADH" "7" 27525442 27662883
"8471" "ENSG00000122566" "HNRNPA2B1" "7" 26171151 26201529
"8476" "ENSG00000233429" "HOTAIRM1" "7" 27095647 27100265
"8477" "ENSG00000243766" "HOTTIP" "7" 27198575 27207259
"8478" "ENSG00000253552" "HOXA-AS2" "7" 27107777 27134302
"8479" "ENSG00000254369" "HOXA-AS3" "7" 27129977 27155928
"8480" "ENSG00000105991" "HOXA1" "7" 27092993 27096000
"8481" "ENSG00000253293" "HOXA10" "7" 27170605 27180261
"8482" "ENSG00000253187" "HOXA10-AS" "7" 27166151 27172207
"8483" "ENSG00000005073" "HOXA11" "7" 27181157 27185232
"8484" "ENSG00000240990" "HOXA11-AS" "7" 27184507 27189298
"8485" "ENSG00000106031" "HOXA13" "7" 27193503 27200091
"8486" "ENSG00000105996" "HOXA2" "7" 27100354 27102686
"8487" "ENSG00000105997" "HOXA3" "7" 27106184 27152583
"8488" "ENSG00000197576" "HOXA4" "7" 27128507 27130780
"8489" "ENSG00000106004" "HOXA5" "7" 27141052 27143681
"8490" "ENSG00000106006" "HOXA6" "7" 27145396 27150603
"8491" "ENSG00000122592" "HOXA7" "7" 27153716 27157936
"8492" "ENSG00000078399" "HOXA9" "7" 27162438 27175180
"8529" "ENSG00000136273" "HUS1" "7" 47961882 47979615
"8531" "ENSG00000122591" "HYCC1" "7" 22889371 23014130
"8535" "ENSG00000003147" "ICA1" "7" 8113184 8262687
"8536" "ENSG00000244239" "ICA1-AS1" "7" 8261397 8269281
"8547" "ENSG00000136231" "IGF2BP3" "7" 23310209 23470491
"8549" "ENSG00000146678" "IGFBP1" "7" 45888360 45893660
"8550" "ENSG00000146674" "IGFBP3" "7" 45912245 45921874
"8553" "ENSG00000185811" "IKZF1" "7" 50304068 50405101
"8565" "ENSG00000136244" "IL6" "7" 22725884 22732002
"8566" "ENSG00000179428" "IL6-AS1" "7" 22725395 22727620
"8576" "ENSG00000122641" "INHBA" "7" 41667168 41705834
"8577" "ENSG00000224116" "INHBA-AS1" "7" 41693884 41779388
"8578" "ENSG00000241644" "INMT" "7" 30697985 30757602
"8580" "ENSG00000164880" "INTS1" "7" 1470277 1504389
"8581" "ENSG00000146576" "INTS15" "7" 6590021 6608726
"8582" "ENSG00000164669" "INTS4P1" "7" 65141241 65212794
"8586" "ENSG00000106012" "IQCE" "7" 2558972 2614733
"8605" "ENSG00000105855" "ITGB8" "7" 20330702 20415754
"8606" "ENSG00000271133" "ITGB8-AS1" "7" 20328284 20332030
"8609" "ENSG00000180347" "ITPRID1" "7" 31514090 31656504
"8617" "ENSG00000153814" "JAZF1" "7" 27830573 28180795
"8618" "ENSG00000234336" "JAZF1-AS1" "7" 28180322 28243917
"8622" "ENSG00000170852" "KBTBD2" "7" 32868172 32894131
"8636" "ENSG00000243335" "KCTD7" "7" 66628881 66649067
"8637" "ENSG00000136240" "KDELR2" "7" 6445953 6484190
"8645" "ENSG00000122548" "KIAA0087" "7" 26533121 26538859
"8670" "ENSG00000122550" "KLHL7" "7" 23105758 23177914
"8671" "ENSG00000230658" "KLHL7-DT" "7" 23100214 23105703
"8678" "ENSG00000132434" "LANCL2" "7" 55365337 55433737
"8689" "ENSG00000106003" "LFNG" "7" 2512529 2529177
"8697" "ENSG00000179406" "LINC00174" "7" 66376044 66493606
"8703" "ENSG00000188185" "LINC00265" "7" 39733122 39794745
"8711" "ENSG00000146666" "LINC00525" "7" 47761476 47766772
"8724" "ENSG00000235314" "LINC00957" "7" 44039049 44044375
"8726" "ENSG00000281332" "LINC00997" "7" 32760279 32762924
"8727" "ENSG00000228564" "LINC01005" "7" 63959841 64038480
